SKU,COST,CURRENCY,CREATED_DATE
191209027179,7938.92,USD,11/10/2023 9:20:36 PM
191209027216,77.31,USD,11/10/2023 9:20:35 PM
191209027254,68.8,USD,11/10/2023 9:20:37 PM
191209027278,28.09,USD,11/10/2023 9:20:36 PM
191209027483,288.77,USD,11/10/2023 9:20:35 PM
191209027629,152.83,USD,11/10/2023 9:20:37 PM
191209027643,404.76,USD,11/10/2023 9:20:36 PM
191209027759,125.96,USD,11/10/2023 9:20:37 PM
191209028015,108.77,USD,11/10/2023 9:20:36 PM
191209028022,233.3,USD,11/10/2023 9:20:36 PM
191209028039,233.3,USD,11/10/2023 9:20:36 PM
191209028138,80.97,USD,11/10/2023 9:20:36 PM
191209028152,74.28999999999999,USD,11/10/2023 9:20:35 PM
191209028244,44.129999999999995,USD,11/10/2023 9:20:37 PM
191209028831,59.84,USD,11/10/2023 9:20:37 PM
191209029005,55.76,USD,11/10/2023 9:20:37 PM
191209029289,29.54,USD,11/10/2023 9:20:36 PM
191209029319,91.21,USD,11/10/2023 9:20:36 PM
191209029326,87.69,USD,11/10/2023 9:20:36 PM
191209029357,108.31,USD,11/10/2023 9:20:37 PM
191209029524,168.66,USD,11/10/2023 9:20:36 PM
191209031770,248.49,USD,11/10/2023 9:20:37 PM
191209031817,78.95,USD,11/10/2023 9:20:36 PM
